,Country,Gender,Demographics Question,Demographics Response,Question,Value
430,Angola,F,Employment,Unemployed,... if she argues with him,11.6
431,Angola,F,Employment,Employed for cash,... if she goes out without telling him,15.2
432,Angola,F,Employment,Employed for kind,... if she goes out without telling him,17.3
433,Angola,F,Employment,Unemployed,... if she goes out without telling him,11.7
434,Angola,F,Employment,Employed for cash,... if she neglects the children,16.7
435,Angola,F,Employment,Employed for kind,... if she neglects the children,18.9
436,Angola,F,Employment,Unemployed,... if she neglects the children,14.0
437,Angola,F,Employment,Employed for cash,... if she refuses to have sex with him,12.4
438,Angola,F,Employment,Employed for kind,... if she refuses to have sex with him,14.7
439,Angola,F,Employment,Unemployed,... if she refuses to have sex with him,8.2
440,Angola,F,Marital status,Married or living together,... for at least one specific reason,27.2
441,Angola,F,Marital status,Never married,... for at least one specific reason,21.1
442,Angola,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,28.5
443,Angola,F,Marital status,Married or living together,... if she argues with him,16.7
444,Angola,F,Marital status,Never married,... if she argues with him,12.3
445,Angola,F,Marital status,"Widowed, divorced, separated",... if she argues with him,17.3
446,Angola,F,Marital status,Married or living together,... if she goes out without telling him,15.9
447,Angola,F,Marital status,Never married,... if she goes out without telling him,11.9
448,Angola,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,15.4
449,Angola,F,Marital status,Married or living together,... if she neglects the children,17.2
450,Angola,F,Marital status,Never married,... if she neglects the children,14.1
451,Angola,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,19.0
452,Angola,F,Marital status,Married or living together,... if she refuses to have sex with him,12.5
453,Angola,F,Marital status,Never married,... if she refuses to have sex with him,8.6
454,Angola,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,16.2
455,Angola,F,Residence,Rural,... for at least one specific reason,37.4
456,Angola,F,Residence,Urban,... for at least one specific reason,19.8
457,Angola,F,Residence,Rural,... if she argues with him,26.2
458,Angola,F,Residence,Urban,... if she argues with him,10.4
459,Angola,F,Residence,Rural,... if she goes out without telling him,22.9
460,Angola,F,Residence,Urban,... if she goes out without telling him,10.8
461,Angola,F,Residence,Rural,... if she neglects the children,24.7
462,Angola,F,Residence,Urban,... if she neglects the children,12.6
463,Angola,F,Residence,Rural,... if she refuses to have sex with him,21.3
464,Angola,F,Residence,Urban,... if she refuses to have sex with him,7.2
465,Angola,M,Age,15-24,... for at least one specific reason,23.4
466,Angola,M,Age,25-34,... for at least one specific reason,18.5
467,Angola,M,Age,35-49,... for at least one specific reason,15.7
468,Angola,M,Age,15-24,... if she argues with him,12.6
469,Angola,M,Age,25-34,... if she argues with him,10.6
470,Angola,M,Age,35-49,... if she argues with him,7.7
471,Angola,M,Age,15-24,... if she goes out without telling him,8.9
472,Angola,M,Age,25-34,... if she goes out without telling him,8.1
473,Angola,M,Age,35-49,... if she goes out without telling him,7.0
474,Angola,M,Age,15-24,... if she neglects the children,13.5
475,Angola,M,Age,25-34,... if she neglects the children,10.7
476,Angola,M,Age,35-49,... if she neglects the children,9.3
477,Angola,M,Age,15-24,... if she refuses to have sex with him,6.3
478,Angola,M,Age,25-34,... if she refuses to have sex with him,5.5
479,Angola,M,Age,35-49,... if she refuses to have sex with him,4.4
480,Angola,M,Education,Higher,... for at least one specific reason,3.9
481,Angola,M,Education,No education,... for at least one specific reason,26.7
482,Angola,M,Education,Primary,... for at least one specific reason,26.2
483,Angola,M,Education,Secondary,... for at least one specific reason,18.1
484,Angola,M,Education,Higher,... if she argues with him,1.6
485,Angola,M,Education,No education,... if she argues with him,15.9
486,Angola,M,Education,Primary,... if she argues with him,14.9
487,Angola,M,Education,Secondary,... if she argues with him,9.2
488,Angola,M,Education,Higher,... if she goes out without telling him,1.6
489,Angola,M,Education,No education,... if she goes out without telling him,13.4
490,Angola,M,Education,Primary,... if she goes out without telling him,11.2
491,Angola,M,Education,Secondary,... if she goes out without telling him,6.8
492,Angola,M,Education,Higher,... if she neglects the children,1.8
493,Angola,M,Education,No education,... if she neglects the children,18.3
494,Angola,M,Education,Primary,... if she neglects the children,17.1
495,Angola,M,Education,Secondary,... if she neglects the children,9.1
496,Angola,M,Education,Higher,... if she refuses to have sex with him,0.6
497,Angola,M,Education,No education,... if she refuses to have sex with him,11.2
498,Angola,M,Education,Primary,... if she refuses to have sex with him,7.6
499,Angola,M,Education,Secondary,... if she refuses to have sex with him,4.4
500,Angola,M,Employment,Employed for cash,... for at least one specific reason,19.7
501,Angola,M,Employment,Employed for kind,... for at least one specific reason,23.6
502,Angola,M,Employment,Unemployed,... for at least one specific reason,19.0
503,Angola,M,Employment,Employed for cash,... if she argues with him,10.9
504,Angola,M,Employment,Employed for kind,... if she argues with him,13.3
505,Angola,M,Employment,Unemployed,... if she argues with him,9.5
506,Angola,M,Employment,Employed for cash,... if she goes out without telling him,8.2
507,Angola,M,Employment,Employed for kind,... if she goes out without telling him,9.2
508,Angola,M,Employment,Unemployed,... if she goes out without telling him,7.7
509,Angola,M,Employment,Employed for cash,... if she neglects the children,11.3
510,Angola,M,Employment,Employed for kind,... if she neglects the children,13.8
511,Angola,M,Employment,Unemployed,... if she neglects the children,11.1
512,Angola,M,Employment,Employed for cash,... if she refuses to have sex with him,5.2
513,Angola,M,Employment,Employed for kind,... if she refuses to have sex with him,7.3
514,Angola,M,Employment,Unemployed,... if she refuses to have sex with him,5.4
515,Angola,M,Marital status,Married or living together,... for at least one specific reason,19.1
516,Angola,M,Marital status,Never married,... for at least one specific reason,20.6
517,Angola,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,25.1
518,Angola,M,Marital status,Married or living together,... if she argues with him,10.5
519,Angola,M,Marital status,Never married,... if she argues with him,10.6
520,Angola,M,Marital status,"Widowed, divorced, separated",... if she argues with him,17.4
521,Angola,M,Marital status,Married or living together,... if she goes out without telling him,8.1
522,Angola,M,Marital status,Never married,... if she goes out without telling him,8.0
523,Angola,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,12.8
524,Angola,M,Marital status,Married or living together,... if she neglects the children,11.7
525,Angola,M,Marital status,Never married,... if she neglects the children,11.2
526,Angola,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,16.7
527,Angola,M,Marital status,Married or living together,... if she refuses to have sex with him,5.1
528,Angola,M,Marital status,Never married,... if she refuses to have sex with him,5.8
529,Angola,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,9.8
530,Angola,M,Residence,Rural,... for at least one specific reason,26.7
531,Angola,M,Residence,Urban,... for at least one specific reason,17.5
532,Angola,M,Residence,Rural,... if she argues with him,15.7
533,Angola,M,Residence,Urban,... if she argues with him,8.9
534,Angola,M,Residence,Rural,... if she goes out without telling him,11.2
535,Angola,M,Residence,Urban,... if she goes out without telling him,7.1
536,Angola,M,Residence,Rural,... if she neglects the children,18.0
537,Angola,M,Residence,Urban,... if she neglects the children,9.2
538,Angola,M,Residence,Rural,... if she refuses to have sex with him,9.3
539,Angola,M,Residence,Urban,... if she refuses to have sex with him,4.1
540,Armenia,F,Education,No education,... if she burns the food,14.9
541,Armenia,F,Education,Higher,... if she burns the food,0.0
542,Armenia,F,Education,Primary,... if she burns the food,0.1
543,Armenia,F,Residence,Urban,... if she burns the food,0.1
544,Armenia,F,Employment,Unemployed,... if she burns the food,0.2
545,Armenia,F,Age,15-24,... if she burns the food,0.3
546,Armenia,F,Employment,Employed for kind,... if she burns the food,0.3
547,Armenia,F,Marital status,Never married,... if she burns the food,0.3
548,Armenia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,0.3
549,Armenia,F,Age,25-34,... if she burns the food,0.4
550,Armenia,F,Age,35-49,... if she burns the food,0.4
551,Armenia,F,Marital status,Married or living together,... if she burns the food,0.4
552,Armenia,F,Employment,Employed for cash,... if she burns the food,0.6
553,Armenia,F,Residence,Rural,... if she burns the food,0.8
554,Armenia,F,Education,Secondary,... if she burns the food,0.9
555,Armenia,M,Education,No education,... if she burns the food,14.9
556,Armenia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,0.0
557,Armenia,M,Marital status,Married or living together,... if she burns the food,0.4
558,Armenia,M,Education,Higher,... if she burns the food,0.6
559,Armenia,M,Education,Secondary,... if she burns the food,0.6
560,Armenia,M,Employment,Employed for cash,... if she burns the food,0.6
561,Armenia,M,Age,15-24,... if she burns the food,0.7
562,Armenia,M,Age,25-34,... if she burns the food,0.7
563,Armenia,M,Age,35-49,... if she burns the food,0.7
564,Armenia,M,Employment,Unemployed,... if she burns the food,0.7
565,Armenia,M,Residence,Rural,... if she burns the food,0.7
566,Armenia,M,Residence,Urban,... if she burns the food,0.7
567,Armenia,M,Education,Primary,... if she burns the food,1.0
568,Armenia,M,Employment,Employed for kind,... if she burns the food,1.0
569,Armenia,M,Marital status,Never married,... if she burns the food,1.0
570,Armenia,F,Age,15-24,... for at least one specific reason,8.7
571,Armenia,F,Age,25-34,... for at least one specific reason,10.4
572,Armenia,F,Age,35-49,... for at least one specific reason,10.8
573,Armenia,F,Age,15-24,... if she argues with him,5.1
574,Armenia,F,Age,25-34,... if she argues with him,6.4
575,Armenia,F,Age,35-49,... if she argues with him,6.5
576,Armenia,F,Age,15-24,... if she goes out without telling him,4.7
577,Armenia,F,Age,25-34,... if she goes out without telling him,5.5
578,Armenia,F,Age,35-49,... if she goes out without telling him,5.3
579,Armenia,F,Age,15-24,... if she neglects the children,7.1
580,Armenia,F,Age,25-34,... if she neglects the children,8.9
581,Armenia,F,Age,35-49,... if she neglects the children,9.4
582,Armenia,F,Age,15-24,... if she refuses to have sex with him,0.6
583,Armenia,F,Age,25-34,... if she refuses to have sex with him,0.9
584,Armenia,F,Age,35-49,... if she refuses to have sex with him,0.8
585,Armenia,F,Education,Higher,... for at least one specific reason,6.6
586,Armenia,F,Education,No education,... for at least one specific reason,14.9
587,Armenia,F,Education,Primary,... for at least one specific reason,12.0
588,Armenia,F,Education,Secondary,... for at least one specific reason,14.4
589,Armenia,F,Education,Higher,... if she argues with him,3.9
590,Armenia,F,Education,No education,... if she argues with him,14.9
